labels	text
1	hey . i think we are kinda sitting next to each other right now
0	didn not want her darling to leave
0	i know everyone is sick of hearing about jon and kate,but i have watched this fam. since the kids were little babies and its very sad
0	i fear oracle will charge an insane amount, or kill mysql
0	i miss my tweeties when i am gone. can not get out of it tho and really should help when i can.
0	went 2 court 4 bullsh*t traffic offense. dude behind smelled of clams &amp; smacked me in the face w/his sweaty,hairy belly. my cheek was wet
0	there isn not anything there.
0	i want my phoneee back gaaah.
1	trying to figure out how this website works
0	u always be off quick
0	lol, beavers' comment hurt me lol
1	finally finished since 10:30am! relaxation and movies for the rest of the night
0	i am on my closing duty tonite. huh wish i could watch u baby.
0	i want to be asleep #fb
0	about to go bowling with mike and kat. someone save me!
0	i have a sore throat ! it sux! i miss chris too i miss u shannon ! ross bobby ! cya monday
0	yeah, it was a silly mistake. at the end of a long day, etc etc. they were brand new pliers too
0	overdraft. fml. 2 more hours of work though!
0	def thought you were back in the states! tricked me!
0	i want some fries from mcdonalds. im so hungry
1	yes you are. i hope you are well.follow me ho
0	wow you are on tour together. iwanna watch but i can not no matter how match i want it. im from the philippines. huuhu
1	i love lush too.
0	i missed my train! damn it damn it damn it! im gonna be late 4work! i hate working on weekends
1	hey sweetie! how are you! i think you sent me some dms! but tweetdeck is been playing up on me. you ok!
1	!id=4186948 listen for my twitter name
0	well, there is allot of them it will be tough to get to all of them. i will email you &amp; melissa some of them.
0	listening to some sa. god how i miss those november saturdays in la
0	so so so so so so so so so so so so so so so so so so so so so so so so sad i couldnt go see josh gracin in concert tonight
0	summer school gym at 7:30 this summer is gonna be fantastic, and i will love it.
1	all donations have been refunded. now lets see who is gonna talk shit now. eh eh, who wants to!
0	that is so sad. i am going to miss her. {blc+grt&lt;3}
0	don not talk about food. there is nothing in the house and i have had nothing to eat yet.
0	just tried playing #playspymaster on my opera-based cell phone. it failed to authenticate with twitter. no mobile play for me
1	gutted that you are leavin! the show has been awesome and i hope lo is your successor!
0	ha ha i hope orlando winssssssssss but how you a lil upset with me thats not fair lol
1	bits of rags have made acceptable footgear for eons
0	i want to hold my boy
1	jen - anytime! it is like the big idea for forward-thinkers and on steroids with stories, interviews, mistakes, how-to etc.
0	but i wanna lounge at the pool!
0	waiting for serena to arrive.sigh time moves too slow
1	arn not you tired!
0	3 beers in and i am tired. so sad
1	#torchwood[stock] with over. i heart something borrowed so, so much. lots of jack/gwen moments for me to latch onto! #torchwood
1	the package has landed our lass just text
0	2.50am: awake. stockwell is kicking off. 3 separate processions of police vans (sirens on), a massive fight over the road + misc. screams
1	i have just under 12,000 game reward points (£30)
1	gratitude from me . now hand them over
1	is wanting the sun e out and play
1	yeah! weather is gorgeous over here as well.yay for girls tanning in swimsuits
0	they just couldn not raise the funds to do the season.makes me very sad
0	haha i am trying to look for a white outfit help meee
1	post-its always help, oh and coffee too
1	- hey kids! amemba this! (pt 2) robertson elementary
1	my name is london on there
0	holy shit that was harrowing. i hate doing interviews.
0	ahhhh that is so cool! i am bummed it is so far from here
1	profile pic working
0	feas gone home now i think im a bit obsessed with this twitter thing too :l xx
1	thank you ever so much jamie for following me you made me so happy my new twitter bud
1	i went to tk maxx today with my s-i-l. i now have red polka do mugs and a fake cranberry glass candle stick. red stuff ahoy!
0	had a dream tom petty was dead
0	bah humbug. i will be in france take lots of pics.
1	back to you!
1	hey ms. b how was ur sleep and ty
0	me neither.i am currently 30+pgs behind.
0	really should go to the gym. i haven not been since monday(!). ought to do some revision too
1	obscure 1990 is advert references. love it
1	weee! i am looking for a picture to post
1	i am confused about the &quot;sex work&quot; are you a professional!
0	in that case i just want to blink now then
0	of course scoot leaves. sleeping alone i wish kevin was here
1	yeah, but he is bringing his rope with him, so i am ever hopeful i will pass on your cuddles for his r&amp;r!
0	about to present my project.
1	trying to entertain myself. ketei.!
0	not looking forward to this exam, oh dear
1	exactly. had to take it back a little bit lol
1	reflectoporn on evidence! i would hate to visit your lab.
1	ice blocking hell ya
0	i am gonna watch the not-so-secret announcement of the trainwreck that is jon and kate plus 8. divorce is such an awful thing, poor kids
0	we just adopted a tiger! only 150 left in the world
0	indeed. you would think the playground behaviour would go away, but actually the playground remains, and the kids get older
0	- this pic wouldn not upload
1	locker clean out. lol back to class
0	no lol, there is no food in the fridge
1	i totally cleaned the house today so mother would let me out tomorrow.get to hang with a cute german the majority of day shoud be sweet
0	i need my license. that is not a want, it really has to happen like, now
1	lol e to my world
1	farewell continental shows should happen when you all have finished recording *nods head yes*
0	damn, i feel so blah &amp; yuck, idk y but w.e i jus gotta get over it i guess smh
0	i only had the one bread bun it is not the same from cut-it-yourself bread. needs warburtons white!
0	nice job &quot;girls&quot;. can i just say that really bothered me! girls. in such a dainty and inferior tone too.
1	says: good morning! to the a*a fam bam
1	dream big! act big! thats what i suggest for you today love, kriszti
1	trotzdem guten morgen an alle #followfriday
1	going to bed, but must share what may be my favorite pic of from the #giro yesterday: not my hand.
1	owh owh. all of my bros went to kl. yipee.
0	starting work week ugh. would these people please just pay they bills and stop calling
1	irresitible with susan sarandon and emily blunt.
1	will leave now.
1	was it really by sending that message to mikasounds that you got to play the piano!
0	someone in my msn list has had that quote in his/her name for ages
0	damn it i love banana cake you doing it when i am no longer there :-p
1	nasa sts-127 shuttle launch wed 540am edt else july 11th - lets hope for the best
0	will see if ie supports it, but later, just woke up, but the rule is = cookie enabled =&gt; no cross domain iframe manip
0	dammit, raining again
0	afraid that the big red x will show up
1	thank you, lovely dovely client. you just made my day
0	will work on my notes again. (tears)
1	- don not be cross. just jamming. x
1	totally loving lily allens new song not fair! vid is soo good! birthday today! out in troon tomoro night
1	e home brownsea zooites! glad you all had a lovely time.
1	i am a big fan of the world, much like he won the prize for best music! congratulations
0	waiting for tom too get hereeee, cant wait any longer miss him
1	get a substitute and go now. beat the crowds.
0	have to find me a movie to watch. no basketball until thursday
1	lol to what. again srry! was it to colorize! lol i have to agree then!
1	what a great friday! got some sun, amazing walk, and excellent conversation
0	i am going to bed. no closure, just the emptiness of the unknown and what if. hopefully i will wake up in the morning and just not care
1	i am standing up
1	i am (hopefully) getting my new phone later this week. yaaaaay! i so excite.
0	goingg to sunsettt shoppping and shit; i miss my bby
0	che no escribieron ningun tweet estos motherfuckers!
0	*sigh* #dontyouhate when you post a gramtical error like &quot;there&quot; instead of &quot;their&quot; on twitter and you can not get it back
1	hiiiiiii. let me know here if you have gotten the magazine okay
0	damn, had to ditch the os run 2night. wish it wasn not in the middle of the night. all i can do is tweet bout it.
0	i had a seven hour shift. it was the shittet work day ever. i hated it. it was so busy i was going to have a melt down.
0	chale no puedo hacer twitpic
1	cool! congrats! your show should own youtube. love that show! .sorry fan-boy moment.
1	exhausted! bridal shower = success! i am getting used to the country again
0	poor rocky. . having a lame birthday
1	hey tila! i think you are amazing why cant everyone have an attitude like you!
1	movie awards tonight.oh and im loving my new phone
0	on my way to school. thinking i may have done something wrong. -
1	haha same here myspace is awesome like that haha
0	whilst out revising i obtained sunburn n now im quite sore x
0	had some shepards pie for the first time ever. sorry, not a fan.
0	in the battle between woman and wild ivy in the garden today, the ivy won. still no herb garden manifesting just yet
0	work with a sore throat
1	this page () shows newberry as age 24 with 12 years of exp in the nfl. must have started early.
0	this is weird.&quot;9to5&quot; is my fave! i jst cant think of a quote 2 write
0	yeah, even though it is raining and gross!
1	в га�!овiй л�!мпi фоновой музыкой - radiohead, вв, hendrix. чертов�!ки при�!тно. поназаказывали вку�!н�!тины
0	i agree miley
0	eaten my tea. bored now
1	i had a big family too.6 all are adults now : : ♫
1	hi davina! e to twitter. hope you like it
1	eat a hamburger(or a soyburger if you prefer) and go watch fireworks. at the same time.
1	sipping some sweet tea in virginia.yum!
1	be wary of retrieving all scrunchup hashtagged tweets, remember what happened to the guardian - was a train wreck
1	i am so friggin' excited it took all night till 5:07 am, but i finally got the merch store up xd
1	mi madre ing back from russia tommorow, and is bringing home presents
0	im fine.weather is good. id like to go out but i got lots of stuff to study! maybe going out 2nite!
0	you know what! i am the chick on your shirt, they took my sillouette. have fun on the cruise. i am sorry i am missing it!
0	far too warm, in a hurry and forgot my suncream i am so nervous for this exam!
1	i am too dude! i am glad that you have moved on *big hug*
0	only good music ! too bad i don not live in the uk anymore.
1	yes jonathan i am having a grammar breakdown--i know--but i am interested in watching how some calls and puts are moving
0	it was sad more than anything
0	tried to change my photo, but thanks to a twitter bug, i now have no photo
1	this picture is beyond cute you seemed to have alot of fun there. cant wait till thissummer &lt;3
1	the sun is shining and i am feeling
1	is at five guys
0	so tired! i wish i could go home! ahhh x
0	were driving by wonderland right now! makes me want to go on the coasters mmm funnel cake !
1	i can not wait to meet u this summer. you are a cool kid. we could hang.
1	milton keynes. its like an hour from london!
0	burgess shale is actually a protected area (world heritage site). so no unauthorized collecting
1	i love that video and song.
0	i have decided that i would like to move to charleston, sc! but i don not think i am getting too far with my husband with that idea
0	midsummer festival in wow has began, so much fun, i can not catch the damn torches though any tips!
0	waaack;; i worked friday and sunday.i was faded! lol thats always g0ood.but u werent there.&quot;my drinkin partner&quot;
0	no finland though really hope to see you in helsinki one day! any plans whatsoever!
1	ok, i need details! (please.)
1	additions also include epic cake, russell howard tickets, ducks, rare brand new 7&quot; and oscar wilde books with pretty covers
0	i thought you was paying for the gas.that is a free trip. guess i am outta luck
0	thanks microsoft all i wanted to do was play 1vs100 beta and you fugged it
0	dats bullshit nat.i hate wen ppl say i love u back witout meanin it
0	its cool im still not tired
0	i am scared for my family in iran!
0	i am starving. let is go to the canteen and let is hope i find something eatable! no other choice today
0	is layin in bed about to go to sleep! today was a great day today! ready for tomorrow! r.i.p chris wilson.
0	it is floor cleaning day again. not looking forward to it
0	is almost there . almost there! this poster is the only thing keeping me on the struggle bus
0	just been invited to a old friends 25th wedding anniversary party how gutted am i that im in greece that week
1	lol! caveman in es out when there is no tv to pacify it! lol
0	pawsox are rained out oh well, she is all that is on.
0	it took forever to back up and update all the software i am hungry now.
0	vet said our pup has a degenerative disease of the spine. the xrays didn not look good. we are trying steroids to manage it. poor kodi!
1	omg.i can not wait til you read edwards perspective! it gets cut off since the author won not finish, but still so worth it!
1	tired. hehe but still playing re5 . tried killzone2 a while ago. no luck! blahhhh.
0	moving is such a damn hussle
1	just got back from much needed grocery shopping and it is snowing out
0	yhaha yah 'the ole camry' broke down twice and its been in the shop since wed
0	my hoeset has to stay at state vet school in isolation
0	yes i have too - don�t like it all. my clothes doesn�t fit in a good way
0	i can relate! mine are all a 5hr plane ride away although still probably not as far as yours are.
1	starting to almost look like a thing!
1	i feeeeel that sexy bwoi c-pain. haha
0	good. ibuprofen might help too (later, not at the same time as tylenol). i hope it starts getting better.
0	seems to be lots of agreement on the festival forums about overly chavy behavior at isle of wight - wasn not nice to see tents smashed
0	saw him yesterday.y is wen u think u moved on u really havent
1	i kno i am still voting.
1	.i agree on the sunshine, the thunder&amp;lightning is crazy. but although it was a bad magic game, it was a great laker game
1	another week of 100% free &amp; confidential psychic readings starts today at 7pm east/4pm west. call 888-454-2751 then &amp; listen on itunes.
1	thanks for the link to the webcam. the baby elephant is so cute!
0	sadly, yes! however in the south in places far from urban centres, women wear only saris.
1	coldstone is the best ever! hope you enjoyed it!
1	how are ya today!
0	i ned 8 more followers
1	have you ever wondered why the indians like to go grocery shopping in evening/ late at night! trace it back to their cultural background.
0	jay leno is last show
1	awe thanks mom!
0	i had a pitbull when i was a kid, cleo, best dog ever, never bit, always in a good mood, i miss her lots.
0	is back into jubilee line woes!
0	ok haha. i am excited i haven not been to disney since i was little. i miss florida. so much.
1	lol was out having lunch ma
0	i.won not be able to play the sims 3 without a laptop upgrade
0	i have a headache in the worst way
0	wish intern andy were here today
1	yes maybe he will never know! feeling a bit rebellious!
1	and my stupid picture is too big! lol i can not figure out how to make it smaller! i jump off the page!
1	heading home in five.
1	i am free, bitches!
0	that sucks! i had my exams be4 half term so it is all good. although they were major subjects now i have languages and stuff
1	thats really cool. so you and me could be watching the same thing!
0	local beauty spot
0	ning is down for maintenance
0	tried to sleep again but no sleep left damnnnn.
1	hi katie, i hope u r ok, my thoughts r with u and ur beatiful children,keep srong, big hugs luv ali xx
0	he even does not know meaning of &quot;together&quot;
0	hauling my ass out of bed for my one day rotation. yesterday is early start has confused my little brain though
1	hey guys. great gig tonight, keep your eyes peeled for a five star review in ourzone
1	lol i neeed to sleep! youuuu nite owl
1	is not so keen on green tea after all.nothings beta than that good ol' black tea
1	just got greener
1	byebye
1	! boys over flowers! ! lee min ho! ! kim bum! already at episode 10. �
0	we will. i am still trying to talk her ing down on thursday to see your show but she likes her sleep to much
0	yet i have hopes
1	is not feeling good. off to bed. wonder what life has in store for me tomorrow! goodnight.
0	tired, sick. so sick. why is it i end up with stomach flu the week of my birthday!
1	tweet deck. simples!
1	*highpitch*self: are you done yet! *lowpitch*self: not quite yet.
1	hannah montana.going to the film at tuesday
1	nah fuck it hopefully no one reads his bullys. you still sick!
1	is blessed.
1	i was wondering why!!! i thought you didn not think i was funny enough or something!
1	had a pretty good day, time for sleep
0	i thought liams new clothes label was gonna be cool, looks pretty cheap never mind pretty greens, pure butters
0	i wanna go to a remember trance party, but nobody is going with me. i feel like dancing all night. &lt;3
1	prom highlights: fell down some stairs and scratched my leg, lost my date, stayed up until 6:30 am to make it to griddle; great night
1	bring sssc to the uk tom. i &lt;3 evrything i have heard. the uk needs a bit of street sweeeping
0	crest whitestrips make my teeth hurt!
0	has a bobo belly
1	the question was why you subjected yourself to such torture for so many hours. i think i pretty much know the answer now
1	thanks for your #sfn entries. i will be announcing the winner as soon as i have confirmation from nokia
1	thank you if i manage to get through today, i will let you know.
1	am back from b&amp;n with a nice little stash. nothing beats the feeling of buying books. warm fuzzies
0	- i can not believe coco dumped me for that weiner
1	omg tell nick that i love him &amp;&amp; that he is gonna be my husband someday lol!
1	at dinner with my mom and old friends yay la, you might be okay just yet.
0	studying for my nclex exam which is on the 4th of july
0	3 hours if japanese exams today then a 5hour shift at morrisons oh the joys
0	all i want to do is buy a bomb ass pair of shoes but i am trying to be responsible and save my money!
0	oh rite.ive got twitterberry but it duznt work
0	just days to go and still no gift for father is day. does it ever get easier to find the right thing!
0	i have to learn in a manual mum wont let me get my auto licence
0	just got back from my sons baseball game -- channahon 10, cats 6
1	just kidddingg wish i was thereeee
1	it was funny though i was laughen
0	i couldn not make e back soon!
0	horny hottie followed me too.i thought i was special
0	i would kill for a low end job right now
0	lost on the atlantic ocean flight air france 447 with 228 people aboard, 1 baby, 7 children, 82 women and 126 men
0	finally bochy yanks zito.what a waste of $$$.giants trade the bum for a couple big bats.please!
1	have an ipod touch 32gb already. running out of space, want something dedicated to music, and has xbox patibility
1	twitteriffic ftw i am too tight to buy tweetie and twitfon is horrible!
1	lunch date with my boyfriend
0	please let me talk to you!
0	i so would but i can only have 2 pets here and i already do
1	*hug* so sorry, miss callisto.
1	adam lambert is boyfriend is really hot. they are both cute but i will like it even more if adam is straight.
1	you too! did you love jacob phasing or what!
0	but seriously i can understand if it is based on your why you would have him try to ask what is wrong and speak a bit more in t' tube
0	dad closed the family business tonight after 100 years in the movie business
1	i second that . amazing sound of silence
1	it is weekend, it is a beautiful evening, i think a few beers should be mandatory x
0	chemistry in biology is not fun. not looking forward to next year
0	opps i over slept rushing to work
1	watching tv and laying down. so goodnight
0	i just injured myself
1	i will keep my fingers crossed for you. you have to visit kraftwerk!
1	because i have ah question one that fallowers don not need to see.
1	hey valerie, i am here now but heading back 14 june will we see you on the 4th!
0	where was this air show and why didn not i know about it!
1	i put a spell on youuuuu. because you are miiiiiiiiiiiiiiiiiiine.
1	are you still ok!
0	rough basketball game tonight.gotta get used to the post position!
0	oh man i want e !
0	lol cant even keep water down at min
0	you got me
0	monday morning
1	yay! one of my girlfriends from australia is has arrived . the next 2 weeks are going to be insane! hahahahha
1	gets to sleep in tomorrow, finally a sunday off
1	and all: / --&gt; battle 7 --&gt; entries by fandom --&gt; t --&gt; the big bang theory. there are two.
1	got up close and personal with a c-17 this afternoon
1	what a great sunny day full of great rugby and the valkyries beat cern (geneva) jehhh
0	no! i like crossroads!
0	time to head back up to detroit and drop off elihu and kathe so they can fly back to peru. safe trips for all! 10 days alone
1	i really think that this shit is stupid.
0	e transformers lol i hate shia lol. he ruined that movie &quot;holes&quot;! i love that book
1	i think a rainy afternoon, tea and sigur rós is &quot;untitled 4&quot; is in the top 10 things i really enjoy. (i don not care how pathetic it sounds)
0	in school with the girls at geography classes so boring!
1	- where is my place setting!
0	thats soooo disgusting jm! why did i look! i just ate breakfast too lol
1	i can not either! november 22nd is gonna be the best day this year
0	damn. out when i am suppose to be asleep. lol! how am i suppose to do hair tomorrowv! i can not stop thinking about him! miss you baby
0	sadly no robot songs in my library.
1	im at home watching lee evans &lt;3 17 days till the est time ever &lt;3 loves him sooooooo much &lt;3
1	oh ron, this is why ur one of my favorites lolol yeeee
1	i want to do so much right now, but i am just too tired for anything! so all i will do in the mean time would be procrastination et al.
1	counting down the last 20mins til hometime! spending the evening with my boys!
0	e home - sucks the weather is rubbish for u sorry i built it up!
1	i am so proud to say that i am the daughter of the king who sculpted the earth with his hands. awestruck moment.
0	aw.i am sorry. go with the curl up, but leave out the die, ok!
0	going to the hopsical
1	no! i cant believe it! he is going go-kart today! i want to go too! =(. i miss driving fast!
1	let me get in steve! still got that look, haven not shot it yet!
0	aw hope it is really good coffee
1	nopantsdance tumblr: more ashes and snow
1	if it weren not for unspeakable things, i don not know what i would do.
0	student tickets are sold out i think fella
0	where did she go! i would like to leave town!
0	how are you! i am totally rushed off my feet at work, and may be going to saudi on friday with work
1	need to put together a keynote today, then i am going to take a proper look at objective c and cocoa
0	wooo hello hun. im good thanks got hammered last nyt. stil bit pissed n its almost 1pm never drinkin again! xx
0	a thx for the invite
0	i look like crap in ur backround lets do that over lol
1	oh yes. don not forget our budget friendly father is day set menus! $25 for lunch $35 for dinner.
1	- me and marisa after promotion.not sure who took it, but i love it!
1	i study here fashion design u ever been to the uk!
0	i didn not realise my poster was i have had to resort my walls haha off to revise again
0	you are an embarrassment to elphaba. and i do believe i am beyond any level of sad known to mankind. and msn won not work
0	everyday this week! usualy i get them like 3 or 4 times a week but its been rough this week xxx
0	had 2 put my baby girl sparky down 5yrs ago 2day.
1	good morning getting ready 4 church
0	my mother left today. she is going back to oklahoma. never lived in another state without my mom. its weird. i am gonna miss her.
1	&quot;i am least bothered, least concerned&quot; (when actually the desire to know what-she-said-2u-on fone is driving me all nuts and pure insane
1	only if there was really love like that out in this world. maybe it would be a better place
0	emma was excited that the durham kids were going to have to eat &amp; crash out at casa ryan! bummed that they fixed the lights.
0	google still reporting my blog _isn not_ infected with malware but serving errors to people anyway
0	starting to get excited ab decorating my first my apt, but it is expensive your buys arent necessities until you need to cook
0	home ec
0	i hate you. i can not believe you are going to the concert. without me :'(. i am so mad i can not go this year!
1	will probably blog later or upload pics to facebook
0	did the hair stab you in the eye last time!
0	would love some nice sunny warm days instead of these rainy days
0	is tweaked that clay walker was at cs and i wasn not there
0	nooo way. i am so jealous. tna shop is not shipping to germany
0	i am having my first and last crown beginning next week, fitted the week after. all due to a bloody ing out
0	i think i mistakenly threw out my thumb drive when i was cleaning my apartment yesterday. definitely won not do that again. clean, i mean.
0	now you are here and it makes me cry. i still love you r
1	just got back from the firing range. ate me a sammich. now i am chillin waiting for the pool and new family guy!
1	good morning twitterverse! happy saturday
1	how is surfing! oooh. let me know if you are back online
0	i went to basic for the air force.got discharged had an asthma attack when we did the 2 mile run and they had to boot me
0	back in huntington for probably my last visit before the big move.
0	going east was easier than going west for me. sleep schedule went back to normal immediately but i had headaches for a while.
0	they are currently the ischools property' but we will be adopting them at the end of the year! angelina kept trying to get to me.
0	just woke up, still in my bed with my notebook. my lil cat is lost, can not find her anywere
1	finally home for once after a dope ass week
0	great morning with mom! i love pumpkin bread. so sad jon is missing the snow he wanted so bad! hurry home, jon.
0	leaving ocean city.
1	- you rock too!
1	and so the series goes on. aha.
1	yayy! now i have a new password. because i could not remember my old password )
1	hell i am going to sleep can not wait till wednesday - getting my website on godaddy and exporting my blog to wordpress
0	waiting for opt card is not fun
0	feeling the hayfever today, and oh look, no pills!
0	it will be soon! the u.s. itunes had not yet offer the dysmc packages either! we are the last to receive all the good stuff!
0	aaah heating just died on me, i found a hole in the kitchen sink, water logged! i soo wanted 2 get out 4 a sunday sesh
0	awww! my brother just told me that we were going bowling today, but he was lying i really want to go now :/
1	mmmmm short shorts
1	janessa, what is happening about the charity panty auction! are you in or out! please let me know either way
1	thats awesome! will we ever get to hear it !
0	tired i miss holidays.
0	why! i told u last night i wanted to see them!
1	had a fun night with the girls i missedd them
0	man.where did terence trent d'arby disappear.he was so talented!
0	waiting for everyone to eat breakfast! (cough cough brenden) colloseum abd roman forum this morning then florence! bye rome
0	i hate to wash my hair it smells so nice but looks terrible hah
0	i was going to see them about 3/4 years back but was back at home ill so missed them
1	not going to school tomorrow! coz of medieval day. tell me how it goes
0	one hour on the local clay court.worst tennis in many many years the sun in low angle and no leaves on the trees=terrible light
0	he came home angry, now he looks sad is it time for more pellets! i will continue to look cute until food is served.
0	has a much harder time negotiating muni w/o headphones
1	its 3 in the afternoon and mom has still not started working on project lunch! #momfail!
1	been thinking about you. hope your year is ending well. we need to meet half way for lunch sometime.
0	off to palatka to dr. chapman! ugh.can not believe i am 21 and have braces.again!
1	not great. too many airplane rides for me. thanks for asking, though
1	woohoo! so stoked for you! #5 on itunes too
1	shout out to harmoni please!
0	i am thirsty in the middle of the night and get to the fridge only to find my brand new bottle of cran-cherry juice gone. fml moment!
0	really wishing i had a day off to read tweets/news/blog posts about #e3
1	placement tests are a huge downer. however, one more to go and then college stuff is taken care of for the summer
0	any chance of getting me a dvr that works! i am about to throw this one out the window! huge lag responding mands
1	is on her sidekick
1	you could use and learn about reflection faster
0	aahh i planted all my sprouts yesterday, expecting warm weather and as soon as i leave the house adrian tells me there is a frost warning
1	working. deleting the papers.
0	on myspace cant sleep
0	omg! swine flu has been confirmed in my city!
1	wishing i was at the #140conf but love how everyone keep updating.it almost like being there!
0	not gonna go. i had intended to be, but &quot;accidentally&quot; made plans without realizing i wanted to go there tonight.
1	using opendns for puter, internet is a little bit faster now.
1	just thinking that it will all pay off in the end.
1	blog updated ! comments appreciated thanks
0	got 2 spares for tonight .
0	i might have f***** up my only available contact with someone.
0	a bit disappointed.tat artist says it is too dark to cover up will need a coupla rounds of laser removal treatments 1st.o happy day
0	i want to ring mark. it is such a nice day and i am working.
0	sad i had to leave stupid allergies.they seem to be controlling my life. *inspired&lt;3*
1	and party hearty
1	you`re lucky, you know !
0	nope no internet at home till the 4th wen the cable es to hook it up.
0	a. catch the bus to my house! lol. im serious! no one will be home! lol
0	whatt 38.6 celcius degrees! hhh
0	iamdiddy a am so sorry for your sister
1	pretty cool on the north coast - unusal for this time of year &amp; with weather so good - must b lot of happy surfers bout
0	not been on in a while, loving being back in englad altho have developed a strange rash.
1	bonfires with friends after work is always good
1	good lookin out
1	killer way to punish your developers - tell them to write something in php if they have been extra bad. asp
1	good day! you wrote you wish to find a women. do you have a girlfriend now! i can email you some my pict .
0	is missing home.
1	unless one gets hooked on cycling and spends 4-8 hours at a time doing it.
1	your cali. girls love you e in /alexjonasojd
0	not been the best twitterer today - first one of the day and it is nearly the afternoon. working too hard again
1	oh yeah. my bad!
0	yourfirst sleep over without me!
1	prison mike! aaaaaah watching that episode reminds me of acting it out a year ago for college, so so amazing the office season 3 is (l)
1	watched slumdog millionaire yesterday night, and its emotional. loved it
1	just have rachel rip it out, i doubt she needs it.
0	i know// i have not studied for awhile man. sigh my mind is still tuned up with the right brain! oh wells
1	u cant paint all the time. u need to find the time to relax and have fun, through shopping for example ;)
0	for a while aqgo i should relax a bit with grid, when i saw something tremendous. xbox live is down! 24 hr. i totaly forgot that.
0	why is the internet connection slow these days!! gosh, i swear i hate it. urgh.
1	just leaving to go shopping with sam
1	i am backkk after a very tiring day! i ate at mcdonald is haha! hey twitter world!
1	what are you thinking of studying! i am studying next sem, so i can not say its a bad idea
1	tweeting again from starbucks coffee! i like this place!
1	never say never - fiona
1	going into work.all of you should stop by and say hi and we will make you the best cup of coffee ever!
1	school is canceled. bummer. but its also okay.
0	i never did get that something delicious.
0	hmm, guess not then
1	bed bed bed pray for those connected to the lost air france flight
0	raining in ny!, oh shit.then i won not be able to wear all my cool summer tops and skirts then
0	aweman, sorry to hear that
0	no u dont i dont remebr atleast its all good i see how it is tho lol im jp jp i love yall both its jus funny 4 me
1	o.o. bunnies!!! i love bunnies! can i have a bunny! can i! i am allergic to dogs, so i can not have a puppy.
1	so.what am i doing! writing
0	is up at at-em. more promo work.
1	pretty happy lunch with &quot;real&quot; bob soon ~ review to follow, i am sure
0	bit chilly!
1	watching ellen cause shes awesome
1	got all i need at the office now the english test in 10 days and i can oficially apply for the masters degree!
0	my throat hurts so
1	i wish i could talk to u on the phone
0	yeah i can imagine! not nice how much longer is your shift!
1	who loves tony bellissimo as much as i do!
0	me me me! or else daisy.i am very excited about stockholm, but i think the weather will be cold &amp; rainy.
1	cool im going to do it
0	will rest for 2 more hours. i am having backaches again
1	thank you so much for making the video love it! ! kiss!
1	you have got plenty of people willing to fill that role. you are pretty awesome.
0	not looking forward to knee surgery tomorrow
0	so touching when reading about neda is story. too bad she is gone too young
1	got mitchel is album.
0	no .i am going to sd tonite!
1	#goodsex involves handcuffs
0	i am sorry, cuddlebear.
1	going to get ready for golf! bye, hahaha
0	ugh if i don not return my tux today, i owe 20$. i have no time between now and work.
1	whats that!
1	please support &quot;help gary not work&quot; - i am a loyal customer and deserve to retire before i am 30. take pity on me
0	real world is lonely at 4am when you wanna talk to people about your day
0	i have a head ache
0	it is 26 + 78% here. still waiting for pub quiz to start
1	not what i would choose to do on a sunday night
1	twinnny! where are you, homie skittles! i miss youu. me and sissy are at thee placee
1	and i let my mind roam, playin on my ringtone, hes got service ive got service baby we could talk all night.
0	wow so there are ads and viruses on this thing already huh! lame
0	ugh how depressing. i want to punch something.
0	been to dentist, check up and clean and now teeth are in pain.
0	got a push mower from a yard sale as a helper for our cordless electric. need to take it to for $45(!) sharpening.
0	i am thinking the &quot;chevrolet doom&quot; would be fitting for gm
1	gaintnerd hits 1 million followers who will be the 2 millionth! i mean 200th
0	can not findmy wallet
1	ahhhh! i hate hate hate hate exams! time to talk to jorden
0	we do take freedom for granted, don not we!
1	those muscles will be sore tomorrow. just a guess there.
0	my dad said not to expect having my laptop back anytime before my birthday.
1	so much to do tonight for my josh. dinner, a head session, a back rub, then donuts in the morning!
1	that #1 playlist is awesome, listening to it now, brings back so many memorys from the 90 is
1	yay! i have finished work early today.cant wait for tonight! how many mins you got left!
1	uh, what!! i am jealous.
1	at 9am it was 70 at my house, i think we may break out the pool today, i feel some lazy sun ing on. enjoy!
1	really! what channels do they have! discovery and hbo!
1	can not wait for it
0	i want a lomo camera
0	&lt;---- pants firmly attached to hips
1	gg ing up!
0	in software engineering lab. not feeling good.
1	i love my haters so much, i even hug em i literally hug my haters. don not play with fire puta.
1	dane cook does suck! joke theif!
0	waahh. that is an icky feeling.
1	i am headed to work. i love my job
1	just doing great chillin in my place, just relaxin and still have the wedding pressure lag i think
1	if your not already plllleassee follow me! (via ) is this a request to people already following you ms. cyrus!
0	i feel guilty.
1	i am a huge gg fan from germany! i love the show and your acting is great
0	thanks girl! you might have been the very first if that is the case. my internet was out from the storm we had
0	i have to be up tonight for famitsu wednesday. and just as i got over my last bout of insomnia
1	yay. i found the super mega cutie from icarly is idate a bad boy. and from hannahmontana on the new jake ryan episode. drew roy.
1	with four days left of school [ugh], it is ok to call myself a senior, right!
0	twitter is messed up on my phone
0	i totally forgot that i have rehearsal on tuesday nights - no for me
0	. just what i needed, the water pump fucked up. holla @ yall later i will be outside fixing my truck.
